PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Permeability,Analysis Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Indicates type of activity observed: 0-10: Low Permeability; 10-40: Moderate Permeability; > 40: High Permeability.,Permeability observed from the stirring double-sink PAMPA-BBB method. Calculations were performed using Pion Inc. software and were expressed in the units of 10^-6cm/s.,Annotation/notes on a particular compound's data or its analysis.
419,363681152,10474479,C1=CC(=CC=C1CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)O,Inactive,1,,,Low,1,Class = 1
420,377020475,117779453,C1CN(CCC1(F)F)C(=O)C2=CC=C(C=C2)C3=CC(=C4C(=C3)C=C(O4)CNC(=O)/C=C/C5=CN=C(C=C5)N)C6=CC=C(C=C6)F,Inactive,1,,,Low,1,Class = 1
421,363681251,2815031,C1=NC(=C2C(=N1)N(C=N2)CCNCCCCCO)N,Inactive,1,,,Low,1,Class = 1
422,363681255,9929984,C1CC[C@H]2[C@@H](C1)C[C@H](N2C(=O)[C@@H]3C[C@H]3C4=CC=CC=C4)C(=O)N5CCSC5,Inactive,1,,,Low,1,Class = 1
423,363681395,72706115,CC1=NC(=CC=C1)NC(=O)C2=C(C=C(C=C2)C(F)(F)F)C(=O)O,Inactive,1,,,Low,1,Class = 1
424,405558601,6918236,C1CNC2=C(C(=O)C2=O)N(C1)CCP(=O)(O)O,Inactive,1,,,Low,1,Class = 1
425,405558968,6918632,C[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC(C)C)C)CC2=CC=C(C=C2)N3CCOCC3)CC(C)C)C)C)CC(C)C)C)CC4=CC=C(C=C4)N5CCOCC5)CC(C)C)C,Inactive,1,,,Low,1,Class = 1
426,405558614,5486799,CCC1=C(C2=CC3=C(C(=C(N3)C=C4[C@H]([C@@H](C(=N4)C(=C5C(=C(C(=N5)C=C1N2)C)C(=O)O)CC(=O)N[C@@H](CC(=O)O)C(=O)O)CCC(=O)O)C)C)C=C)C,Inactive,1,,,Low,1,Class = 1
427,405558959,127527,CCN1CCN(C(=O)C1=O)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@]2([C@@H]3N(C2=O)C(=C(CS3)CSC4=NN=NN4C)C(=O)O)OC,Inactive,1,,,Low,1,Class = 1
428,405558803,56959087,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O,Inactive,1,,,Low,1,Class = 1
429,405559059,656629,C1C[C@H](N2[C@H](C1)SCC[C@@H](C2=O)NC(=O)[C@H](CC3=CC=CC=C3)S)C(=O)O,Inactive,1,,,Low,1,Class = 1
430,405558528,3116,C[N+]1=CC=CC(=C1)OC(=O)N(C)CCCCCCN(C)C(=O)OC2=C[N+](=CC=C2)C,Inactive,1,,,Low,1,Class = 1
431,405559012,54767916,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)NC2=CC=C(C=C2)[C@@H]3CC[C@H](N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(C=C5)NC(=O)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,Inactive,1,,,Low,1,Class = 1
432,384569448,46836227,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCCCCC(=O)NO,Inactive,1,,,Low,1,Class = 1
433,384569456,15950826,C1C(CN1C(=O)CBr)([N+](=O)[O-])[N+](=O)[O-],Inactive,1,,,Low,1,Class = 1
434,405558434,5284585,C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,Inactive,1,,,Low,1,Class = 1
435,405558954,91562,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC#N)SC1)C(=O)O,Inactive,1,,,Low,1,Class = 1
436,405558643,19150,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,Inactive,1,,,Low,1,Class = 1
437,434146871,56844015,B1(OC(=O)C(O1)(CC(=O)O)CC(=O)O)[C@H](CC(C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)Cl)Cl,Inactive,1,,,Low,1,Class = 1
438,405559088,6335986,COCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,Inactive,1,,,Low,1,Class = 1
